"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""chipmunk""]","The children found the %butter% under the house.","66792","condition_a","89522","",""
"practice_a","[""airplane""]","My teacher drew  a(n)  %ladder% in our class.","73829","condition_a","89522","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","77616","condition_a","89522","",""
"practice_a","[""cans""]","My brother collects %bottles% for recycling.","81074","condition_a","89522","",""
"practice_b","[""concert""]","The children sang at the %battle% last week.","91400","condition_a","89522","",""
"practice_b","[""postcard""]","The man found  a(n)  %fiddle% from Italy.","96368","condition_a","89522","",""
"practice_b","[""break""]","The child found a way to %whittle% sticks.","100596","condition_a","89522","",""
"practice_b","[""fly""]","The geese like to %waddle% down to the pond.","108101","condition_a","89522","",""
"main","[""deck""]","The sailor stood at the %helm% of the ship.","117482","condition_a","89522","",""
"main","[""insect""]","The book had a picture of  a(n)  %cell% in it.","123254","condition_a","89522","",""
"main","[""book""]","Mary found a new %tale% about zebras.","126326","condition_a","89522","",""
"main","[""deer""]","The hunters were hunting %elk% this season.","129441","condition_a","89522","",""
"main","[""moon""]","The woman saw the %cotton% yesterday.","132365","condition_a","89522","",""
"main","[""England""]","Prince William returned to %Britain% after his trip.","140157","condition_a","89522","",""
"main","[""dishes""]","My table was covered with %mail% from yesterday.","143965","condition_a","89522","",""
"main","[""shades""]","The windows need %curtains% to block the sun.","147383","condition_a","89522","",""
"main","[""mittens""]","The children's hands need %mittens% for the snow.","151764","condition_a","89522","",""
"main","[""computer""]","The lawyer bought a new %fountain% for the firm.","155975","condition_a","89522","",""
"main","[""sticker""]","The book needs  a(n)  %belt% for decoration.","161022","condition_a","89522","",""
"main","[""wine""]","The Vikings are drinking %ale% out of horns.","165146","condition_a","89522","",""
"main","[""kitten""]","The cat feeds her tiny %kittens% with a mouse.","169061","condition_a","89522","",""
"main","[""fashion""]","I heard about the new %health% fad this week.","172290","condition_a","89522","",""
"main","[""projects""]","The man watches shows about %Latin% on YouTube.","179151","condition_a","89522","",""
"main","[""fairy""]","Many fantasy books contain a(n) %elf% in them.","183387","condition_a","89522","",""
"main","[""bug""]","The dog saw  a(n)  %button% next to its dish.","188965","condition_a","89522","",""
"main","[""rail""]","The train travels by %rail% to the seaside.","192941","condition_a","89522","",""
"main","[""bean""]","The parents found  a(n)  %nail% in the cupholder.","204781","condition_a","89522","",""
"main","[""city""]","The children saw the %wells% over the ridge.","209482","condition_a","89522","",""
"main","[""diet""]","The hermit crab needs a new %shell% today.","217672","condition_a","89522","",""
"main","[""porch""]","The dog sleeps on the %trail% during the day.","220908","condition_a","89522","",""
"main","[""tourists""]","Monterey Bay is home to %whales% in the Spring","225974","condition_a","89522","",""
"main","[""dinner""]","The French are eating the %snails% at the restaurant","229306","condition_a","89522","",""
"main","[""pint""]","The school lunch came with snacks and  a(n)  %carton% of milk.","234406","condition_a","89522","",""
"main","[""greens""]","The smoothie is made with %kale% from the garden","239529","condition_a","89522","",""
"main","[""report""]","The children heard about a(n) %sale% on cheese.","247463","condition_a","89522","",""
"main","[""outfit""]","The children needed  a(n)  %bell% for the event.","252562","condition_a","89522","",""
"main","[""measurements""]","The carpenter used %elm% for the cabinet.","259794","condition_a","89522","",""
"main","[""safari""]","The man learned about the %mountains% in Africa.","263129","condition_a","89522","",""
