block,response,text,time_elapsed,condition,participant_id,study_id,session_id
practice_a,"[""ball""]",The children found the %butter% under the house.,36478,condition_a,6144834d136ed7f27d2dbe60,,
practice_a,"[""house""]",My teacher drew  a(n)  %ladder% in our class.,48470,condition_a,6144834d136ed7f27d2dbe60,,
practice_a,"[""writer""]",An author is called  a(n)  %writer% sometimes.,54997,condition_a,6144834d136ed7f27d2dbe60,,
practice_a,"[""cans""]",My brother collects %bottles% for recycling.,61341,condition_a,6144834d136ed7f27d2dbe60,,
practice_b,"[""church""]",The children sang at the %battle% last week.,73542,condition_a,6144834d136ed7f27d2dbe60,,
practice_b,"[""blanket""]",The man found  a(n)  %fiddle% from Italy.,90134,condition_a,6144834d136ed7f27d2dbe60,,
practice_b,"[""stack""]",The child found a way to %whittle% sticks.,96558,condition_a,6144834d136ed7f27d2dbe60,,
practice_b,"[""waddle""]",The geese like to %waddle% down to the pond.,104325,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""bow""]",The sailor stood at the %helm% of the ship.,113053,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""deer""]",The book had a picture of  a(n)  %cell% in it.,123261,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""fact""]",Mary found a new %tale% about zebras.,130253,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""bear""]",The hunters were hunting %elk% this season.,136509,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""goose""]",The woman saw the %cotton% yesterday.,152181,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""england""]",Prince William returned to %Britain% after his trip.,159269,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""crumbs""]",My table was covered with %mail% from yesterday.,166165,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""drapes""]",The windows need %curtains% to block the sun.,175541,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""gloves""]",The children's hands need %mittens% for the snow.,180797,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""copier""]",The lawyer bought a new %fountain% for the firm.,193149,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""cover""]",The book needs  a(n)  %belt% for decoration.,199061,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""grog""]",The Vikings are drinking %ale% out of horns.,204557,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""kitten""]",The cat feeds her tiny %kittens% with a mouse.,211565,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""teen""]",I heard about the new %health% fad this week.,217693,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""racing""]",The man watches shows about %Latin% on YouTube.,226973,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""story""]",Many fantasy books contain a(n) %elf% in them.,238261,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""frisbee""]",The dog saw  a(n)  %button% next to its dish.,246934,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""track""]",The train travels by %rail% to the seaside.,254557,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""dollar""]",The parents found  a(n)  %nail% in the cupholder.,262077,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""sun""]",The children saw the %wells% over the ridge.,268037,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""shell""]",The hermit crab needs a new %shell% today.,273517,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""rug""]",The dog sleeps on the %trail% during the day.,278269,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""birds""]",Monterey Bay is home to %whales% in the Spring,287213,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""special""]",The French are eating the %snails% at the restaurant,297470,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""carton""]",The school lunch came with snacks and  a(n)  %carton% of milk.,305373,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""carrots""]",The smoothie is made with %kale% from the garden,316781,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""bug""]",The children heard about a(n) %sale% on cheese.,338773,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""adult""]",The children needed  a(n)  %bell% for the event.,347806,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""nails""]",The carpenter used %elm% for the cabinet.,353189,condition_a,6144834d136ed7f27d2dbe60,,
main,"[""cheeta""]",The man learned about the %mountains% in Africa.,358270,condition_a,6144834d136ed7f27d2dbe60,,
