"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""box""]","The children found the %butter% under the house.","25059","condition_b","22212","",""
"practice_a","[""diagram""]","My teacher drew  a(n)  %ladder% in our class.","29086","condition_b","22212","",""
"practice_a","[""novelist""]","An author is called  a(n)  %writer% sometimes.","34737","condition_b","22212","",""
"practice_a","[""bottlecaps""]","My brother collects %bottles% for recycling.","39752","condition_b","22212","",""
"practice_b","[""concert""]","The children sang at the %battle% last week.","48009","condition_b","22212","",""
"practice_b","[""dessert""]","The man found  a(n)  %fiddle% from Italy.","55786","condition_b","22212","",""
"practice_b","[""collect""]","The child found a way to %whittle% sticks.","62670","condition_b","22212","",""
"practice_b","[""waddle""]","The geese like to %waddle% down to the pond.","67507","condition_b","22212","",""
"main","[""ogre""]","The woods are home to a(n) %elf% since last year.","79621","condition_b","22212","",""
"main","[""suspect""]","The watchman found the %rails% last Friday night.","83992","condition_b","22212","",""
"main","[""book""]","He was looking for the %ale% on the shelf.","88053","condition_b","22212","",""
"main","[""deer""]","I crashed into a(n) %elk% on my way home.","91387","condition_b","22212","",""
"main","[""politics""]","Many children learn about %Britain% in school.","96442","condition_b","22212","",""
"main","[""sale""]","The store is ready for the %sale% next weekend.","100520","condition_b","22212","",""
"main","[""Latin""]","The Roman people spoke %Latin% in ancient times.","105988","condition_b","22212","",""
"main","[""mark""]","The acrobat landed near the %helm% safely.","111638","condition_b","22212","",""
"main","[""volunteers""]","She will need seven %cartons% by Tuesday.","117586","condition_b","22212","",""
"main","[""bird""]","The children found  a(n)  %whale% in the backyard.","121836","condition_b","22212","",""
"main","[""embroidery""]","The sweater had lovely %buttons% of gold.","127737","condition_b","22212","",""
"main","[""tulips""]","The gardener planted %shells% in the beds.","131858","condition_b","22212","",""
"main","[""Appalachians""]","The backpacker hiked in the %mountains% last weekend.","137902","condition_b","22212","",""
"main","[""temperature""]","The doctor checked the child's %health% yesterday.","142372","condition_b","22212","",""
"main","[""cells""]","The student saw the %cell% with the microscope.","146753","condition_b","22212","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","150069","condition_b","22212","",""
"main","[""rumors""]","The reporter heard the %tale% about Bigfoot.","155125","condition_b","22212","",""
"main","[""prescriptions""]","My pharmacist used %elm% for the cough drops.","179910","condition_b","22212","",""
"main","[""path""]","The hiker found a new %trail% in the woods.","185085","condition_b","22212","",""
"main","[""acrylic""]","The shirt was made of %cotton% rather than wool.","189235","condition_b","22212","",""
"main","[""bell""]","The baroness rang  a(n)  %bell% for service.","192918","condition_b","22212","",""
"main","[""pool""]","The water splashed in the %fountain% noisely.","196586","condition_b","22212","",""
"main","[""nail""]","The carpenter hammered the %nail% firmly.","199841","condition_b","22212","",""
"main","[""drills""]","Texas has many oil %wells% in the fields.","205318","condition_b","22212","",""
"main","[""apartment""]","They heard the noise from the %kitten% next door.","211357","condition_b","22212","",""
"main","[""body""]","The mechanic found the %kale% in the trunk.","220274","condition_b","22212","",""
"main","[""cat""]","The children saw the %mittens% on the sofa.","223969","condition_b","22212","",""
"main","[""mail""]","They received a letter in the %mail% today.","227153","condition_b","22212","",""
"main","[""birds""]","The children saw the %curtains% from outside.","233151","condition_b","22212","",""
"main","[""spill""]","The woman saw  a(n)  %snail% next to the milk.","240885","condition_b","22212","",""
