block,response,text,time_elapsed,condition,participant_id,study_id,session_id
practice_a,"[""dog""]",The children found the %butter% under the house.,258630,condition_b,628f827eeb876ed2617881e7,,
practice_a,"[""graph""]",My teacher drew  a(n)  %ladder% in our class.,271473,condition_b,628f827eeb876ed2617881e7,,
practice_a,"[""writer""]",An author is called  a(n)  %writer% sometimes.,286293,condition_b,628f827eeb876ed2617881e7,,
practice_a,"[""bottles""]",My brother collects %bottles% for recycling.,292122,condition_b,628f827eeb876ed2617881e7,,
practice_b,"[""concert""]",The children sang at the %battle% last week.,311140,condition_b,628f827eeb876ed2617881e7,,
practice_b,"[""cross""]",The man found  a(n)  %fiddle% from Italy.,328454,condition_b,628f827eeb876ed2617881e7,,
practice_b,"[""bury""]",The child found a way to %whittle% sticks.,337961,condition_b,628f827eeb876ed2617881e7,,
practice_b,"[""come""]",The geese like to %waddle% down to the pond.,346968,condition_b,628f827eeb876ed2617881e7,,
main,"[""moose""]",The woods are home to a(n) %elf% since last year.,364213,condition_b,628f827eeb876ed2617881e7,,
main,"[""robber""]",The watchman found the %rails% last Friday night.,383989,condition_b,628f827eeb876ed2617881e7,,
main,"[""bowl""]",He was looking for the %ale% on the shelf.,391847,condition_b,628f827eeb876ed2617881e7,,
main,"[""car""]",I crashed into a(n) %elk% on my way home.,410037,condition_b,628f827eeb876ed2617881e7,,
main,"[""geography""]",Many children learn about %Britain% in school.,417217,condition_b,628f827eeb876ed2617881e7,,
main,"[""sale""]",The store is ready for the %sale% next weekend.,439257,condition_b,628f827eeb876ed2617881e7,,
main,"[""tongue""]",The Roman people spoke %Latin% in ancient times.,447195,condition_b,628f827eeb876ed2617881e7,,
main,"[""rope""]",The acrobat landed near the %helm% safely.,460321,condition_b,628f827eeb876ed2617881e7,,
main,"[""dollars""]",She will need seven %cartons% by Tuesday.,476932,condition_b,628f827eeb876ed2617881e7,,
main,"[""baseball""]",The children found  a(n)  %whale% in the backyard.,489485,condition_b,628f827eeb876ed2617881e7,,
main,"[""threads""]",The sweater had lovely %buttons% of gold.,503205,condition_b,628f827eeb876ed2617881e7,,
main,"[""seeds""]",The gardener planted %shells% in the beds.,510139,condition_b,628f827eeb876ed2617881e7,,
main,"[""mountains""]",The backpacker hiked in the %mountains% last weekend.,560311,condition_b,628f827eeb876ed2617881e7,,
main,"[""temperature""]",The doctor checked the child's %health% yesterday.,566685,condition_b,628f827eeb876ed2617881e7,,
main,"[""bacteria""]",The student saw the %cell% with the microscope.,574171,condition_b,628f827eeb876ed2617881e7,,
main,"[""patch""]",The man bought a leather %belt% for his pants.,582553,condition_b,628f827eeb876ed2617881e7,,
main,"[""news""]",The reporter heard the %tale% about Bigfoot.,589219,condition_b,628f827eeb876ed2617881e7,,
main,"[""packaging""]",My pharmacist used %elm% for the cough drops.,680667,condition_b,628f827eeb876ed2617881e7,,
main,"[""compass""]",The hiker found a new %trail% in the woods.,687413,condition_b,628f827eeb876ed2617881e7,,
main,"[""cotton""]",The shirt was made of %cotton% rather than wool.,707623,condition_b,628f827eeb876ed2617881e7,,
main,"[""butler""]",The baroness rang  a(n)  %bell% for service.,715517,condition_b,628f827eeb876ed2617881e7,,
main,"[""ocean""]",The water splashed in the %fountain% noisely.,724495,condition_b,628f827eeb876ed2617881e7,,
main,"[""wood""]",The carpenter hammered the %nail% firmly.,730079,condition_b,628f827eeb876ed2617881e7,,
main,"[""rigs""]",Texas has many oil %wells% in the fields.,736681,condition_b,628f827eeb876ed2617881e7,,
main,"[""neighbor""]",They heard the noise from the %kitten% next door.,745765,condition_b,628f827eeb876ed2617881e7,,
main,"[""tire""]",The mechanic found the %kale% in the trunk.,752709,condition_b,628f827eeb876ed2617881e7,,
main,"[""crumbs""]",The children saw the %mittens% on the sofa.,773410,condition_b,628f827eeb876ed2617881e7,,
main,"[""mail""]",They received a letter in the %mail% today.,778556,condition_b,628f827eeb876ed2617881e7,,
main,"[""house""]",The children saw the %curtains% from outside.,786841,condition_b,628f827eeb876ed2617881e7,,
main,"[""cookie""]",The woman saw  a(n)  %snail% next to the milk.,793401,condition_b,628f827eeb876ed2617881e7,,
