"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""treasure map""]","The children found the %butter% under the house.","40610","condition_b","36354","",""
"practice_a","[""apple""]","My teacher drew  a(n)  %ladder% in our class.","48112","condition_b","36354","",""
"practice_a","[""novelist""]","An author is called  a(n)  %writer% sometimes.","55930","condition_b","36354","",""
"practice_a","[""bottles""]","My brother collects %bottles% for recycling.","62666","condition_b","36354","",""
"practice_b","[""church""]","The children sang at the %battle% last week.","74677","condition_b","36354","",""
"practice_b","[""painting""]","The man found  a(n)  %fiddle% from Italy.","84463","condition_b","36354","",""
"practice_b","[""collect""]","The child found a way to %whittle% sticks.","95510","condition_b","36354","",""
"practice_b","[""mosey""]","The geese like to %waddle% down to the pond.","109595","condition_b","36354","",""
"main","[""elk""]","The woods are home to a(n) %elf% since last year.","135091","condition_b","36354","",""
"main","[""jewlry""]","The watchman found the %rails% last Friday night.","143503","condition_b","36354","",""
"main","[""book""]","He was looking for the %ale% on the shelf.","147759","condition_b","36354","",""
"main","[""van""]","I crashed into a(n) %elk% on my way home.","153419","condition_b","36354","",""
"main","[""history""]","Many children learn about %Britain% in school.","160028","condition_b","36354","",""
"main","[""sale""]","The store is ready for the %sale% next weekend.","165600","condition_b","36354","",""
"main","[""Latin""]","The Roman people spoke %Latin% in ancient times.","172250","condition_b","36354","",""
"main","[""platform""]","The acrobat landed near the %helm% safely.","182241","condition_b","36354","",""
"main","[""dollars""]","She will need seven %cartons% by Tuesday.","194981","condition_b","36354","",""
"main","[""basketball""]","The children found  a(n)  %whale% in the backyard.","202185","condition_b","36354","",""
"main","[""knit""]","The sweater had lovely %buttons% of gold.","210013","condition_b","36354","",""
"main","[""seeds""]","The gardener planted %shells% in the beds.","214006","condition_b","36354","",""
"main","[""mountains""]","The backpacker hiked in the %mountains% last weekend.","219419","condition_b","36354","",""
"main","[""temperature""]","The doctor checked the child's %health% yesterday.","224728","condition_b","36354","",""
"main","[""lab""]","The student saw the %cell% with the microscope.","229596","condition_b","36354","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","235480","condition_b","36354","",""
"main","[""rumors""]","The reporter heard the %tale% about Bigfoot.","240290","condition_b","36354","",""
"main","[""recommendations""]","My pharmacist used %elm% for the cough drops.","251056","condition_b","36354","",""
"main","[""rock""]","The hiker found a new %trail% in the woods.","258830","condition_b","36354","",""
"main","[""cotton""]","The shirt was made of %cotton% rather than wool.","265114","condition_b","36354","",""
"main","[""bell""]","The baroness rang  a(n)  %bell% for service.","269319","condition_b","36354","",""
"main","[""tub""]","The water splashed in the %fountain% noisely.","273510","condition_b","36354","",""
"main","[""nail""]","The carpenter hammered the %nail% firmly.","277211","condition_b","36354","",""
"main","[""derricks""]","Texas has many oil %wells% in the fields.","282945","condition_b","36354","",""
"main","[""mower""]","They heard the noise from the %kitten% next door.","298319","condition_b","36354","",""
"main","[""key""]","The mechanic found the %kale% in the trunk.","304141","condition_b","36354","",""
"main","[""dog""]","The children saw the %mittens% on the sofa.","310129","condition_b","36354","",""
"main","[""mailbox""]","They received a letter in the %mail% today.","316562","condition_b","36354","",""
"main","[""robber""]","The children saw the %curtains% from outside.","330722","condition_b","36354","",""
"main","[""cookie""]","The woman saw  a(n)  %snail% next to the milk.","337919","condition_b","36354","",""
