"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""cat""]","The children found the %butter% under the house.","18037","condition_b","62681","",""
"practice_a","[""illustration""]","My teacher drew  a(n)  %ladder% in our class.","29158","condition_b","62681","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","34721","condition_b","62681","",""
"practice_a","[""newspapers""]","My brother collects %bottles% for recycling.","39933","condition_b","62681","",""
"practice_b","[""concert""]","The children sang at the %battle% last week.","49897","condition_b","62681","",""
"practice_b","[""artifact""]","The man found  a(n)  %fiddle% from Italy.","69695","condition_b","62681","",""
"practice_b","[""gather""]","The child found a way to %whittle% sticks.","81338","condition_b","62681","",""
"practice_b","[""waddle""]","The geese like to %waddle% down to the pond.","86685","condition_b","62681","",""
"main","[""bobcat""]","The woods are home to a(n) %elf% since last year.","121177","condition_b","62681","",""
"main","[""thief""]","The watchman found the %rails% last Friday night.","137293","condition_b","62681","",""
"main","[""product""]","He was looking for the %ale% on the shelf.","143776","condition_b","62681","",""
"main","[""snowbank""]","I crashed into a(n) %elk% on my way home.","157473","condition_b","62681","",""
"main","[""history""]","Many children learn about %Britain% in school.","161529","condition_b","62681","",""
"main","[""opening""]","The store is ready for the %sale% next weekend.","168708","condition_b","62681","",""
"main","[""Latin""]","The Roman people spoke %Latin% in ancient times.","173441","condition_b","62681","",""
"main","[""platform""]","The acrobat landed near the %helm% safely.","183748","condition_b","62681","",""
"main","[""dollars""]","She will need seven %cartons% by Tuesday.","189433","condition_b","62681","",""
"main","[""squirrel""]","The children found  a(n)  %whale% in the backyard.","208953","condition_b","62681","",""
"main","[""pattern""]","The sweater had lovely %buttons% of gold.","214562","condition_b","62681","",""
"main","[""seeds""]","The gardener planted %shells% in the beds.","220869","condition_b","62681","",""
"main","[""forest""]","The backpacker hiked in the %mountains% last weekend.","225234","condition_b","62681","",""
"main","[""pulse""]","The doctor checked the child's %health% yesterday.","238213","condition_b","62681","",""
"main","[""virus""]","The student saw the %cell% with the microscope.","244493","condition_b","62681","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","248354","condition_b","62681","",""
"main","[""rumors""]","The reporter heard the %tale% about Bigfoot.","253592","condition_b","62681","",""
"main","[""counters""]","My pharmacist used %elm% for the cough drops.","269826","condition_b","62681","",""
"main","[""species""]","The hiker found a new %trail% in the woods.","274282","condition_b","62681","",""
"main","[""linen""]","The shirt was made of %cotton% rather than wool.","278349","condition_b","62681","",""
"main","[""bell""]","The baroness rang  a(n)  %bell% for service.","282541","condition_b","62681","",""
"main","[""fountain""]","The water splashed in the %fountain% noisely.","287141","condition_b","62681","",""
"main","[""nail""]","The carpenter hammered the %nail% firmly.","292076","condition_b","62681","",""
"main","[""rigs""]","Texas has many oil %wells% in the fields.","296997","condition_b","62681","",""
"main","[""disturbance""]","They heard the noise from the %kitten% next door.","310701","condition_b","62681","",""
"main","[""jack""]","The mechanic found the %kale% in the trunk.","318501","condition_b","62681","",""
"main","[""cat""]","The children saw the %mittens% on the sofa.","327016","condition_b","62681","",""
"main","[""mail""]","They received a letter in the %mail% today.","330456","condition_b","62681","",""
"main","[""decorations""]","The children saw the %curtains% from outside.","355425","condition_b","62681","",""
"main","[""glass""]","The woman saw  a(n)  %snail% next to the milk.","362393","condition_b","62681","",""
