block,response,text,time_elapsed,condition,participant_id,study_id,session_id
practice_a,"[""ball""]",The children found the %butter% under the house.,56657,condition_a,58d4c4c287b2420001263b6a,,
practice_a,"[""diagram""]",My teacher drew  a(n)  %ladder% in our class.,68666,condition_a,58d4c4c287b2420001263b6a,,
practice_a,"[""writer""]",An author is called  a(n)  %writer% sometimes.,78323,condition_a,58d4c4c287b2420001263b6a,,
practice_a,"[""cans""]",My brother collects %bottles% for recycling.,83839,condition_a,58d4c4c287b2420001263b6a,,
practice_b,"[""festival""]",The children sang at the %battle% last week.,97889,condition_a,58d4c4c287b2420001263b6a,,
practice_b,"[""coin""]",The man found  a(n)  %fiddle% from Italy.,102996,condition_a,58d4c4c287b2420001263b6a,,
practice_b,"[""collect""]",The child found a way to %whittle% sticks.,111315,condition_a,58d4c4c287b2420001263b6a,,
practice_b,"[""fly""]",The geese like to %waddle% down to the pond.,124606,condition_a,58d4c4c287b2420001263b6a,,
main,"[""head""]",The sailor stood at the %helm% of the ship.,148006,condition_a,58d4c4c287b2420001263b6a,,
main,"[""fish""]",The book had a picture of  a(n)  %cell% in it.,157025,condition_a,58d4c4c287b2420001263b6a,,
main,"[""book""]",Mary found a new %tale% about zebras.,161684,condition_a,58d4c4c287b2420001263b6a,,
main,"[""bears""]",The hunters were hunting %elk% this season.,173219,condition_a,58d4c4c287b2420001263b6a,,
main,"[""movie""]",The woman saw the %cotton% yesterday.,177807,condition_a,58d4c4c287b2420001263b6a,,
main,"[""England""]",Prince William returned to %Britain% after his trip.,185573,condition_a,58d4c4c287b2420001263b6a,,
main,"[""flour""]",My table was covered with %mail% from yesterday.,197500,condition_a,58d4c4c287b2420001263b6a,,
main,"[""curtains""]",The windows need %curtains% to block the sun.,211282,condition_a,58d4c4c287b2420001263b6a,,
main,"[""mittens""]",The children's hands need %mittens% for the snow.,220907,condition_a,58d4c4c287b2420001263b6a,,
main,"[""computer""]",The lawyer bought a new %fountain% for the firm.,229011,condition_a,58d4c4c287b2420001263b6a,,
main,"[""cover""]",The book needs  a(n)  %belt% for decoration.,239033,condition_a,58d4c4c287b2420001263b6a,,
main,"[""meed""]",The Vikings are drinking %ale% out of horns.,244627,condition_a,58d4c4c287b2420001263b6a,,
main,"[""baby""]",The cat feeds her tiny %kittens% with a mouse.,253931,condition_a,58d4c4c287b2420001263b6a,,
main,"[""internet""]",I heard about the new %health% fad this week.,265115,condition_a,58d4c4c287b2420001263b6a,,
main,"[""filmmaking""]",The man watches shows about %Latin% on YouTube.,280056,condition_a,58d4c4c287b2420001263b6a,,
main,"[""android""]",Many fantasy books contain a(n) %elf% in them.,294145,condition_a,58d4c4c287b2420001263b6a,,
main,"[""treat""]",The dog saw  a(n)  %button% next to its dish.,301056,condition_a,58d4c4c287b2420001263b6a,,
main,"[""land""]",The train travels by %rail% to the seaside.,321981,condition_a,58d4c4c287b2420001263b6a,,
main,"[""beetle""]",The parents found  a(n)  %nail% in the cupholder.,338159,condition_a,58d4c4c287b2420001263b6a,,
main,"[""rainbow""]",The children saw the %wells% over the ridge.,345183,condition_a,58d4c4c287b2420001263b6a,,
main,"[""shell""]",The hermit crab needs a new %shell% today.,350332,condition_a,58d4c4c287b2420001263b6a,,
main,"[""bed""]",The dog sleeps on the %trail% during the day.,354562,condition_a,58d4c4c287b2420001263b6a,,
main,"[""dolphins""]",Monterey Bay is home to %whales% in the Spring,376204,condition_a,58d4c4c287b2420001263b6a,,
main,"[""snails""]",The French are eating the %snails% at the restaurant,384594,condition_a,58d4c4c287b2420001263b6a,,
main,"[""carton""]",The school lunch came with snacks and  a(n)  %carton% of milk.,393853,condition_a,58d4c4c287b2420001263b6a,,
main,"[""fruit""]",The smoothie is made with %kale% from the garden,400862,condition_a,58d4c4c287b2420001263b6a,,
main,"[""sale""]",The children heard about a(n) %sale% on cheese.,415984,condition_a,58d4c4c287b2420001263b6a,,
main,"[""parent""]",The children needed  a(n)  %bell% for the event.,422797,condition_a,58d4c4c287b2420001263b6a,,
main,"[""gloss""]",The carpenter used %elm% for the cabinet.,441127,condition_a,58d4c4c287b2420001263b6a,,
main,"[""elephants""]",The man learned about the %mountains% in Africa.,450179,condition_a,58d4c4c287b2420001263b6a,,
