block,response,text,time_elapsed,condition,participant_id,study_id,session_id
practice_a,"[""cat""]",The children found the %butter% under the house.,257462,condition_a,664ce0e5ae712ea0be372f76,,
practice_a,"[""nose""]",My teacher drew  a(n)  %ladder% in our class.,280033,condition_a,664ce0e5ae712ea0be372f76,,
practice_a,"[""writer""]",An author is called  a(n)  %writer% sometimes.,310007,condition_a,664ce0e5ae712ea0be372f76,,
practice_a,"[""cans""]",My brother collects %bottles% for recycling.,324470,condition_a,664ce0e5ae712ea0be372f76,,
practice_b,"[""church""]",The children sang at the %battle% last week.,344922,condition_a,664ce0e5ae712ea0be372f76,,
practice_b,"[""note""]",The man found  a(n)  %fiddle% from Italy.,354109,condition_a,664ce0e5ae712ea0be372f76,,
practice_b,"[""stack""]",The child found a way to %whittle% sticks.,361393,condition_a,664ce0e5ae712ea0be372f76,,
practice_b,"[""run""]",The geese like to %waddle% down to the pond.,373689,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""front""]",The sailor stood at the %helm% of the ship.,384896,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""shirt""]",The book had a picture of  a(n)  %cell% in it.,413577,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""love""]",Mary found a new %tale% about zebras.,441308,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""deer""]",The hunters were hunting %elk% this season.,447729,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""boat""]",The woman saw the %cotton% yesterday.,456127,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""england""]",Prince William returned to %Britain% after his trip.,473859,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""dishes""]",My table was covered with %mail% from yesterday.,506775,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""curtains""]",The windows need %curtains% to block the sun.,517237,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""shovels""]",The children's hands need %mittens% for the snow.,526761,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""building""]",The lawyer bought a new %fountain% for the firm.,571247,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""lights""]",The book needs  a(n)  %belt% for decoration.,599261,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""wine""]",The Vikings are drinking %ale% out of horns.,606995,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""paw""]",The cat feeds her tiny %kittens% with a mouse.,619793,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""notebook""]",I heard about the new %health% fad this week.,637398,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""rapture""]",The man watches shows about %Latin% on YouTube.,650475,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""hero""]",Many fantasy books contain a(n) %elf% in them.,660801,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""cat""]",The dog saw  a(n)  %button% next to its dish.,677527,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""car""]",The train travels by %rail% to the seaside.,732647,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""fly""]",The parents found  a(n)  %nail% in the cupholder.,744741,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""bird""]",The children saw the %wells% over the ridge.,755215,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""friend""]",The hermit crab needs a new %shell% today.,763490,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""couch""]",The dog sleeps on the %trail% during the day.,770894,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""family""]",Monterey Bay is home to %whales% in the Spring,789918,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""snails""]",The French are eating the %snails% at the restaurant,809683,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""cup""]",The school lunch came with snacks and  a(n)  %carton% of milk.,835079,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""fruit""]",The smoothie is made with %kale% from the garden,848329,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""sale""]",The children heard about a(n) %sale% on cheese.,875597,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""ticket""]",The children needed  a(n)  %bell% for the event.,895669,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""wood""]",The carpenter used %elm% for the cabinet.,917108,condition_a,664ce0e5ae712ea0be372f76,,
main,"[""people""]",The man learned about the %mountains% in Africa.,929543,condition_a,664ce0e5ae712ea0be372f76,,
