"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""dog""]","The children found the %butter% under the house.","22180","condition_a","49416","",""
"practice_a","[""circle""]","My teacher drew  a(n)  %ladder% in our class.","32436","condition_a","49416","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","37805","condition_a","49416","",""
"practice_a","[""clothes""]","My brother collects %bottles% for recycling.","44213","condition_a","49416","",""
"practice_b","[""school""]","The children sang at the %battle% last week.","54366","condition_a","49416","",""
"practice_b","[""sign""]","The man found  a(n)  %fiddle% from Italy.","60383","condition_a","49416","",""
"practice_b","[""burn""]","The child found a way to %whittle% sticks.","68475","condition_a","49416","",""
"practice_b","[""waddle""]","The geese like to %waddle% down to the pond.","74837","condition_a","49416","",""
"main","[""bow""]","The sailor stood at the %helm% of the ship.","82987","condition_a","49416","",""
"main","[""tree""]","The book had a picture of  a(n)  %cell% in it.","89063","condition_a","49416","",""
"main","[""fact""]","Mary found a new %tale% about zebras.","95113","condition_a","49416","",""
"main","[""deer""]","The hunters were hunting %elk% this season.","101731","condition_a","49416","",""
"main","[""doctor""]","The woman saw the %cotton% yesterday.","110621","condition_a","49416","",""
"main","[""england""]","Prince William returned to %Britain% after his trip.","116007","condition_a","49416","",""
"main","[""sauce""]","My table was covered with %mail% from yesterday.","121499","condition_a","49416","",""
"main","[""blinds""]","The windows need %curtains% to block the sun.","127163","condition_a","49416","",""
"main","[""mittens""]","The children's hands need %mittens% for the snow.","133484","condition_a","49416","",""
"main","[""desk""]","The lawyer bought a new %fountain% for the firm.","139459","condition_a","49416","",""
"main","[""cover""]","The book needs  a(n)  %belt% for decoration.","146821","condition_a","49416","",""
"main","[""beer""]","The Vikings are drinking %ale% out of horns.","151299","condition_a","49416","",""
"main","[""kitten""]","The cat feeds her tiny %kittens% with a mouse.","162620","condition_a","49416","",""
"main","[""music""]","I heard about the new %health% fad this week.","169677","condition_a","49416","",""
"main","[""sports""]","The man watches shows about %Latin% on YouTube.","175215","condition_a","49416","",""
"main","[""dragon""]","Many fantasy books contain a(n) %elf% in them.","182537","condition_a","49416","",""
"main","[""cat""]","The dog saw  a(n)  %button% next to its dish.","189325","condition_a","49416","",""
"main","[""tracks""]","The train travels by %rail% to the seaside.","194182","condition_a","49416","",""
"main","[""joint""]","The parents found  a(n)  %nail% in the cupholder.","202929","condition_a","49416","",""
"main","[""view""]","The children saw the %wells% over the ridge.","210517","condition_a","49416","",""
"main","[""house""]","The hermit crab needs a new %shell% today.","215559","condition_a","49416","",""
"main","[""couch""]","The dog sleeps on the %trail% during the day.","220008","condition_a","49416","",""
"main","[""birds""]","Monterey Bay is home to %whales% in the Spring","229055","condition_a","49416","",""
"main","[""roll""]","The French are eating the %snails% at the restaurant","238522","condition_a","49416","",""
"main","[""glass""]","The school lunch came with snacks and  a(n)  %carton% of milk.","245136","condition_a","49416","",""
"main","[""fruit""]","The smoothie is made with %kale% from the garden","249242","condition_a","49416","",""
"main","[""ham""]","The children heard about a(n) %sale% on cheese.","259926","condition_a","49416","",""
"main","[""ticket""]","The children needed  a(n)  %bell% for the event.","265888","condition_a","49416","",""
"main","[""hammers""]","The carpenter used %elm% for the cabinet.","270292","condition_a","49416","",""
"main","[""animals""]","The man learned about the %mountains% in Africa.","280358","condition_a","49416","",""
