block,response,text,time_elapsed,condition,participant_id,study_id,session_id
practice_a,"[""treasure""]",The children found the %butter% under the house.,23092,condition_a,582afed4ce3a0e00010b3245,,
practice_a,"[""cat""]",My teacher drew  a(n)  %ladder% in our class.,27068,condition_a,582afed4ce3a0e00010b3245,,
practice_a,"[""writer""]",An author is called  a(n)  %writer% sometimes.,30528,condition_a,582afed4ce3a0e00010b3245,,
practice_a,"[""cans""]",My brother collects %bottles% for recycling.,34054,condition_a,582afed4ce3a0e00010b3245,,
practice_b,"[""church""]",The children sang at the %battle% last week.,65851,condition_a,582afed4ce3a0e00010b3245,,
practice_b,"[""coin""]",The man found  a(n)  %fiddle% from Italy.,72816,condition_a,582afed4ce3a0e00010b3245,,
practice_b,"[""collect""]",The child found a way to %whittle% sticks.,77334,condition_a,582afed4ce3a0e00010b3245,,
practice_b,"[""waddle""]",The geese like to %waddle% down to the pond.,81316,condition_a,582afed4ce3a0e00010b3245,,
main,"[""edge""]",The sailor stood at the %helm% of the ship.,89078,condition_a,582afed4ce3a0e00010b3245,,
main,"[""cow""]",The book had a picture of  a(n)  %cell% in it.,92649,condition_a,582afed4ce3a0e00010b3245,,
main,"[""book""]",Mary found a new %tale% about zebras.,96325,condition_a,582afed4ce3a0e00010b3245,,
main,"[""deer""]",The hunters were hunting %elk% this season.,98948,condition_a,582afed4ce3a0e00010b3245,,
main,"[""mailman""]",The woman saw the %cotton% yesterday.,103525,condition_a,582afed4ce3a0e00010b3245,,
main,"[""England""]",Prince William returned to %Britain% after his trip.,107314,condition_a,582afed4ce3a0e00010b3245,,
main,"[""food""]",My table was covered with %mail% from yesterday.,112371,condition_a,582afed4ce3a0e00010b3245,,
main,"[""blinds""]",The windows need %curtains% to block the sun.,121356,condition_a,582afed4ce3a0e00010b3245,,
main,"[""gloved""]",The children's hands need %mittens% for the snow.,126437,condition_a,582afed4ce3a0e00010b3245,,
main,"[""computer""]",The lawyer bought a new %fountain% for the firm.,131770,condition_a,582afed4ce3a0e00010b3245,,
main,"[""cover""]",The book needs  a(n)  %belt% for decoration.,135689,condition_a,582afed4ce3a0e00010b3245,,
main,"[""beer""]",The Vikings are drinking %ale% out of horns.,139812,condition_a,582afed4ce3a0e00010b3245,,
main,"[""kitten""]",The cat feeds her tiny %kittens% with a mouse.,146150,condition_a,582afed4ce3a0e00010b3245,,
main,"[""clothing""]",I heard about the new %health% fad this week.,150402,condition_a,582afed4ce3a0e00010b3245,,
main,"[""cars""]",The man watches shows about %Latin% on YouTube.,154092,condition_a,582afed4ce3a0e00010b3245,,
main,"[""superhero""]",Many fantasy books contain a(n) %elf% in them.,158621,condition_a,582afed4ce3a0e00010b3245,,
main,"[""crumb""]",The dog saw  a(n)  %button% next to its dish.,170844,condition_a,582afed4ce3a0e00010b3245,,
main,"[""track""]",The train travels by %rail% to the seaside.,175301,condition_a,582afed4ce3a0e00010b3245,,
main,"[""drink""]",The parents found  a(n)  %nail% in the cupholder.,185162,condition_a,582afed4ce3a0e00010b3245,,
main,"[""mountain""]",The children saw the %wells% over the ridge.,189698,condition_a,582afed4ce3a0e00010b3245,,
main,"[""shell""]",The hermit crab needs a new %shell% today.,193326,condition_a,582afed4ce3a0e00010b3245,,
main,"[""floor""]",The dog sleeps on the %trail% during the day.,197630,condition_a,582afed4ce3a0e00010b3245,,
main,"[""animals""]",Monterey Bay is home to %whales% in the Spring,203068,condition_a,582afed4ce3a0e00010b3245,,
main,"[""food""]",The French are eating the %snails% at the restaurant,206700,condition_a,582afed4ce3a0e00010b3245,,
main,"[""carton""]",The school lunch came with snacks and  a(n)  %carton% of milk.,212174,condition_a,582afed4ce3a0e00010b3245,,
main,"[""greens""]",The smoothie is made with %kale% from the garden,215938,condition_a,582afed4ce3a0e00010b3245,,
main,"[""story""]",The children heard about a(n) %sale% on cheese.,256082,condition_a,582afed4ce3a0e00010b3245,,
main,"[""adult""]",The children needed  a(n)  %bell% for the event.,260294,condition_a,582afed4ce3a0e00010b3245,,
main,"[""tools""]",The carpenter used %elm% for the cabinet.,265224,condition_a,582afed4ce3a0e00010b3245,,
main,"[""famine""]",The man learned about the %mountains% in Africa.,270417,condition_a,582afed4ce3a0e00010b3245,,
