"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""ball""]","The children found the %butter% under the house.","795255","condition_b","17144","",""
"practice_a","[""sun""]","My teacher drew  a(n)  %ladder% in our class.","802514","condition_b","17144","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","808100","condition_b","17144","",""
"practice_a","[""cans""]","My brother collects %bottles% for recycling.","811247","condition_b","17144","",""
"practice_b","[""park""]","The children sang at the %battle% last week.","949773","condition_b","17144","",""
"practice_b","[""lighter""]","The man found  a(n)  %fiddle% from Italy.","954755","condition_b","17144","",""
"practice_b","[""hide""]","The child found a way to %whittle% sticks.","965225","condition_b","17144","",""
"practice_b","[""run""]","The geese like to %waddle% down to the pond.","970569","condition_b","17144","",""
"main","[""wolf""]","The woods are home to a(n) %elf% since last year.","980047","condition_b","17144","",""
"main","[""necklace""]","The watchman found the %rails% last Friday night.","989663","condition_b","17144","",""
"main","[""elf""]","He was looking for the %ale% on the shelf.","993502","condition_b","17144","",""
"main","[""dumbpster""]","I crashed into a(n) %elk% on my way home.","997918","condition_b","17144","",""
"main","[""science""]","Many children learn about %Britain% in school.","1004680","condition_b","17144","",""
"main","[""sale""]","The store is ready for the %sale% next weekend.","1010521","condition_b","17144","",""
"main","[""latin""]","The Roman people spoke %Latin% in ancient times.","1013671","condition_b","17144","",""
"main","[""edge""]","The acrobat landed near the %helm% safely.","1018530","condition_b","17144","",""
"main","[""loafs""]","She will need seven %cartons% by Tuesday.","1023764","condition_b","17144","",""
"main","[""dog""]","The children found  a(n)  %whale% in the backyard.","1028310","condition_b","17144","",""
"main","[""tint""]","The sweater had lovely %buttons% of gold.","1032392","condition_b","17144","",""
"main","[""tomatoes""]","The gardener planted %shells% in the beds.","1036938","condition_b","17144","",""
"main","[""cold""]","The backpacker hiked in the %mountains% last weekend.","1041654","condition_b","17144","",""
"main","[""tonsils""]","The doctor checked the child's %health% yesterday.","1045664","condition_b","17144","",""
"main","[""bacteria""]","The student saw the %cell% with the microscope.","1052699","condition_b","17144","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","1058792","condition_b","17144","",""
"main","[""story""]","The reporter heard the %tale% about Bigfoot.","1061978","condition_b","17144","",""
"main","[""mint""]","My pharmacist used %elm% for the cough drops.","1065819","condition_b","17144","",""
"main","[""path""]","The hiker found a new %trail% in the woods.","1069335","condition_b","17144","",""
"main","[""polyester""]","The shirt was made of %cotton% rather than wool.","1078202","condition_b","17144","",""
"main","[""maid""]","The baroness rang  a(n)  %bell% for service.","1083252","condition_b","17144","",""
"main","[""house""]","The water splashed in the %fountain% noisely.","1087694","condition_b","17144","",""
"main","[""nail""]","The carpenter hammered the %nail% firmly.","1092191","condition_b","17144","",""
"main","[""men""]","Texas has many oil %wells% in the fields.","1095798","condition_b","17144","",""
"main","[""car""]","They heard the noise from the %kitten% next door.","1098603","condition_b","17144","",""
"main","[""man""]","The mechanic found the %kale% in the trunk.","1101818","condition_b","17144","",""
"main","[""clown""]","The children saw the %mittens% on the sofa.","1105807","condition_b","17144","",""
"main","[""mail""]","They received a letter in the %mail% today.","1109118","condition_b","17144","",""
"main","[""robber""]","The children saw the %curtains% from outside.","1113473","condition_b","17144","",""
"main","[""cat""]","The woman saw  a(n)  %snail% next to the milk.","1118241","condition_b","17144","",""
