"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""cat""]","The children found the %butter% under the house.","36065","condition_b","52666","",""
"practice_a","[""picture""]","My teacher drew  a(n)  %ladder% in our class.","42679","condition_b","52666","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","47820","condition_b","52666","",""
"practice_a","[""bottles""]","My brother collects %bottles% for recycling.","55792","condition_b","52666","",""
"practice_b","[""play""]","The children sang at the %battle% last week.","62888","condition_b","52666","",""
"practice_b","[""coin""]","The man found  a(n)  %fiddle% from Italy.","67653","condition_b","52666","",""
"practice_b","[""sharpen""]","The child found a way to %whittle% sticks.","72420","condition_b","52666","",""
"practice_b","[""walk""]","The geese like to %waddle% down to the pond.","84278","condition_b","52666","",""
"main","[""recluse""]","The woods are home to a(n) %elf% since last year.","120310","condition_b","52666","",""
"main","[""criminal""]","The watchman found the %rails% last Friday night.","125592","condition_b","52666","",""
"main","[""book""]","He was looking for the %ale% on the shelf.","130313","condition_b","52666","",""
"main","[""tree""]","I crashed into a(n) %elk% on my way home.","135612","condition_b","52666","",""
"main","[""science""]","Many children learn about %Britain% in school.","140984","condition_b","52666","",""
"main","[""festival""]","The store is ready for the %sale% next weekend.","175529","condition_b","52666","",""
"main","[""Latin""]","The Roman people spoke %Latin% in ancient times.","180050","condition_b","52666","",""
"main","[""field""]","The acrobat landed near the %helm% safely.","193650","condition_b","52666","",""
"main","[""pages""]","She will need seven %cartons% by Tuesday.","206028","condition_b","52666","",""
"main","[""rabbit""]","The children found  a(n)  %whale% in the backyard.","212014","condition_b","52666","",""
"main","[""ribbons""]","The sweater had lovely %buttons% of gold.","217723","condition_b","52666","",""
"main","[""tulips""]","The gardener planted %shells% in the beds.","222343","condition_b","52666","",""
"main","[""forest""]","The backpacker hiked in the %mountains% last weekend.","226839","condition_b","52666","",""
"main","[""eyes""]","The doctor checked the child's %health% yesterday.","230682","condition_b","52666","",""
"main","[""germ""]","The student saw the %cell% with the microscope.","243663","condition_b","52666","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","252841","condition_b","52666","",""
"main","[""reports""]","The reporter heard the %tale% about Bigfoot.","257897","condition_b","52666","",""
"main","[""cherries""]","My pharmacist used %elm% for the cough drops.","287276","condition_b","52666","",""
"main","[""species""]","The hiker found a new %trail% in the woods.","291250","condition_b","52666","",""
"main","[""cotton""]","The shirt was made of %cotton% rather than wool.","295207","condition_b","52666","",""
"main","[""bell""]","The baroness rang  a(n)  %bell% for service.","298921","condition_b","52666","",""
"main","[""pond""]","The water splashed in the %fountain% noisely.","302968","condition_b","52666","",""
"main","[""board""]","The carpenter hammered the %nail% firmly.","307779","condition_b","52666","",""
"main","[""drums""]","Texas has many oil %wells% in the fields.","320022","condition_b","52666","",""
"main","[""neighbor""]","They heard the noise from the %kitten% next door.","325730","condition_b","52666","",""
"main","[""tire""]","The mechanic found the %kale% in the trunk.","331725","condition_b","52666","",""
"main","[""man""]","The children saw the %mittens% on the sofa.","336314","condition_b","52666","",""
"main","[""mail""]","They received a letter in the %mail% today.","340552","condition_b","52666","",""
"main","[""fire""]","The children saw the %curtains% from outside.","347971","condition_b","52666","",""
"main","[""glass""]","The woman saw  a(n)  %snail% next to the milk.","354513","condition_b","52666","",""
