"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""cat""]","The children found the %butter% under the house.","21515","condition_b","13825","",""
"practice_a","[""picture""]","My teacher drew  a(n)  %ladder% in our class.","39598","condition_b","13825","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","46002","condition_b","13825","",""
"practice_a","[""trash""]","My brother collects %bottles% for recycling.","50437","condition_b","13825","",""
"practice_b","[""chior""]","The children sang at the %battle% last week.","66987","condition_b","13825","",""
"practice_b","[""flight""]","The man found  a(n)  %fiddle% from Italy.","75960","condition_b","13825","",""
"practice_b","[""use""]","The child found a way to %whittle% sticks.","83618","condition_b","13825","",""
"practice_b","[""fly""]","The geese like to %waddle% down to the pond.","89104","condition_b","13825","",""
"main","[""bear""]","The woods are home to a(n) %elf% since last year.","100878","condition_b","13825","",""
"main","[""thiefs""]","The watchman found the %rails% last Friday night.","132168","condition_b","13825","",""
"main","[""book""]","He was looking for the %ale% on the shelf.","135984","condition_b","13825","",""
"main","[""mailbox""]","I crashed into a(n) %elk% on my way home.","142684","condition_b","13825","",""
"main","[""math""]","Many children learn about %Britain% in school.","151642","condition_b","13825","",""
"main","[""author""]","The store is ready for the %sale% next weekend.","158273","condition_b","13825","",""
"main","[""proudly""]","The Roman people spoke %Latin% in ancient times.","173005","condition_b","13825","",""
"main","[""ground""]","The acrobat landed near the %helm% safely.","247973","condition_b","13825","",""
"main","[""stiches""]","She will need seven %cartons% by Tuesday.","254166","condition_b","13825","",""
"main","[""bone""]","The children found  a(n)  %whale% in the backyard.","288635","condition_b","13825","",""
"main","[""peice""]","The sweater had lovely %buttons% of gold.","297408","condition_b","13825","",""
"main","[""flowers""]","The gardener planted %shells% in the beds.","303819","condition_b","13825","",""
"main","[""woods""]","The backpacker hiked in the %mountains% last weekend.","309253","condition_b","13825","",""
"main","[""temperature""]","The doctor checked the child's %health% yesterday.","339545","condition_b","13825","",""
"main","[""germ""]","The student saw the %cell% with the microscope.","345984","condition_b","13825","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","349853","condition_b","13825","",""
"main","[""rumor""]","The reporter heard the %tale% about Bigfoot.","355245","condition_b","13825","",""
"main","[""medicine""]","My pharmacist used %elm% for the cough drops.","364238","condition_b","13825","",""
"main","[""trail""]","The hiker found a new %trail% in the woods.","374473","condition_b","13825","",""
"main","[""cotton""]","The shirt was made of %cotton% rather than wool.","378834","condition_b","13825","",""
"main","[""bell""]","The baroness rang  a(n)  %bell% for service.","383662","condition_b","13825","",""
"main","[""water""]","The water splashed in the %fountain% noisely.","406745","condition_b","13825","",""
"main","[""nail""]","The carpenter hammered the %nail% firmly.","414155","condition_b","13825","",""
"main","[""rigs""]","Texas has many oil %wells% in the fields.","421474","condition_b","13825","",""
"main","[""house""]","They heard the noise from the %kitten% next door.","426847","condition_b","13825","",""
"main","[""tire""]","The mechanic found the %kale% in the trunk.","435554","condition_b","13825","",""
"main","[""dog""]","The children saw the %mittens% on the sofa.","441201","condition_b","13825","",""
"main","[""mail""]","They received a letter in the %mail% today.","444917","condition_b","13825","",""
"main","[""man""]","The children saw the %curtains% from outside.","449026","condition_b","13825","",""
"main","[""snack""]","The woman saw  a(n)  %snail% next to the milk.","456105","condition_b","13825","",""
