"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""key""]","The children found the %butter% under the house.","23049","condition_b","16413","",""
"practice_a","[""house""]","My teacher drew  a(n)  %ladder% in our class.","42046","condition_b","16413","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","54257","condition_b","16413","",""
"practice_a","[""can""]","My brother collects %bottles% for recycling.","59210","condition_b","16413","",""
"practice_b","[""campfire""]","The children sang at the %battle% last week.","70494","condition_b","16413","",""
"practice_b","[""bible""]","The man found  a(n)  %fiddle% from Italy.","85050","condition_b","16413","",""
"practice_b","[""collect""]","The child found a way to %whittle% sticks.","96541","condition_b","16413","",""
"practice_b","[""walk""]","The geese like to %waddle% down to the pond.","105215","condition_b","16413","",""
"main","[""porcupine""]","The woods are home to a(n) %elf% since last year.","126381","condition_b","16413","",""
"main","[""key""]","The watchman found the %rails% last Friday night.","137423","condition_b","16413","",""
"main","[""money""]","He was looking for the %ale% on the shelf.","148724","condition_b","16413","",""
"main","[""mailbox""]","I crashed into a(n) %elk% on my way home.","160382","condition_b","16413","",""
"main","[""read""]","Many children learn about %Britain% in school.","167624","condition_b","16413","",""
"main","[""sale""]","The store is ready for the %sale% next weekend.","174243","condition_b","16413","",""
"main","[""Italian""]","The Roman people spoke %Latin% in ancient times.","195584","condition_b","16413","",""
"main","[""net""]","The acrobat landed near the %helm% safely.","202226","condition_b","16413","",""
"main","[""signatures""]","She will need seven %cartons% by Tuesday.","212813","condition_b","16413","",""
"main","[""mouse""]","The children found  a(n)  %whale% in the backyard.","227400","condition_b","16413","",""
"main","[""color""]","The sweater had lovely %buttons% of gold.","237139","condition_b","16413","",""
"main","[""cucumbers""]","The gardener planted %shells% in the beds.","247774","condition_b","16413","",""
"main","[""mountains""]","The backpacker hiked in the %mountains% last weekend.","257537","condition_b","16413","",""
"main","[""eyes""]","The doctor checked the child's %health% yesterday.","276318","condition_b","16413","",""
"main","[""bacteria""]","The student saw the %cell% with the microscope.","284440","condition_b","16413","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","291249","condition_b","16413","",""
"main","[""news""]","The reporter heard the %tale% about Bigfoot.","299109","condition_b","16413","",""
"main","[""ice""]","My pharmacist used %elm% for the cough drops.","314393","condition_b","16413","",""
"main","[""trail""]","The hiker found a new %trail% in the woods.","322747","condition_b","16413","",""
"main","[""cotton""]","The shirt was made of %cotton% rather than wool.","330413","condition_b","16413","",""
"main","[""bell""]","The baroness rang  a(n)  %bell% for service.","336639","condition_b","16413","",""
"main","[""pool""]","The water splashed in the %fountain% noisely.","344233","condition_b","16413","",""
"main","[""nail""]","The carpenter hammered the %nail% firmly.","350803","condition_b","16413","",""
"main","[""wells""]","Texas has many oil %wells% in the fields.","360269","condition_b","16413","",""
"main","[""neighbor""]","They heard the noise from the %kitten% next door.","368952","condition_b","16413","",""
"main","[""battery""]","The mechanic found the %kale% in the trunk.","381516","condition_b","16413","",""
"main","[""cat""]","The children saw the %mittens% on the sofa.","387104","condition_b","16413","",""
"main","[""mail""]","They received a letter in the %mail% today.","393070","condition_b","16413","",""
"main","[""moon""]","The children saw the %curtains% from outside.","399856","condition_b","16413","",""
"main","[""glass""]","The woman saw  a(n)  %snail% next to the milk.","412788","condition_b","16413","",""
