"block","response","text","time_elapsed","condition","participant_id","study_id","session_id"
"practice_a","[""cellar""]","The children found the %butter% under the house.","92621","condition_b","72282","",""
"practice_a","[""elephant""]","My teacher drew  a(n)  %ladder% in our class.","101241","condition_b","72282","",""
"practice_a","[""writer""]","An author is called  a(n)  %writer% sometimes.","106577","condition_b","72282","",""
"practice_a","[""cans""]","My brother collects %bottles% for recycling.","113789","condition_b","72282","",""
"practice_b","[""recital""]","The children sang at the %battle% last week.","130946","condition_b","72282","",""
"practice_b","[""souvenir""]","The man found  a(n)  %fiddle% from Italy.","143085","condition_b","72282","",""
"practice_b","[""break""]","The child found a way to %whittle% sticks.","158586","condition_b","72282","",""
"practice_b","[""waddle""]","The geese like to %waddle% down to the pond.","164527","condition_b","72282","",""
"main","[""bear""]","The woods are home to a(n) %elf% since last year.","178269","condition_b","72282","",""
"main","[""robber""]","The watchman found the %rails% last Friday night.","193341","condition_b","72282","",""
"main","[""jelly""]","He was looking for the %ale% on the shelf.","217009","condition_b","72282","",""
"main","[""mailbox""]","I crashed into a(n) %elk% on my way home.","223155","condition_b","72282","",""
"main","[""history""]","Many children learn about %Britain% in school.","231789","condition_b","72282","",""
"main","[""sale""]","The store is ready for the %sale% next weekend.","236322","condition_b","72282","",""
"main","[""Latin""]","The Roman people spoke %Latin% in ancient times.","242366","condition_b","72282","",""
"main","[""net""]","The acrobat landed near the %helm% safely.","248989","condition_b","72282","",""
"main","[""jars""]","She will need seven %cartons% by Tuesday.","269987","condition_b","72282","",""
"main","[""basketball""]","The children found  a(n)  %whale% in the backyard.","305713","condition_b","72282","",""
"main","[""tassles""]","The sweater had lovely %buttons% of gold.","312599","condition_b","72282","",""
"main","[""flowers""]","The gardener planted %shells% in the beds.","317973","condition_b","72282","",""
"main","[""mountains""]","The backpacker hiked in the %mountains% last weekend.","324196","condition_b","72282","",""
"main","[""heart""]","The doctor checked the child's %health% yesterday.","332238","condition_b","72282","",""
"main","[""bacteria""]","The student saw the %cell% with the microscope.","340051","condition_b","72282","",""
"main","[""belt""]","The man bought a leather %belt% for his pants.","349158","condition_b","72282","",""
"main","[""rumors""]","The reporter heard the %tale% about Bigfoot.","355989","condition_b","72282","",""
"main","[""lozenges""]","My pharmacist used %elm% for the cough drops.","370115","condition_b","72282","",""
"main","[""ruin""]","The hiker found a new %trail% in the woods.","378661","condition_b","72282","",""
"main","[""cotton""]","The shirt was made of %cotton% rather than wool.","383871","condition_b","72282","",""
"main","[""butler""]","The baroness rang  a(n)  %bell% for service.","389097","condition_b","72282","",""
"main","[""bathtub""]","The water splashed in the %fountain% noisely.","398907","condition_b","72282","",""
"main","[""nail""]","The carpenter hammered the %nail% firmly.","420697","condition_b","72282","",""
"main","[""derricks""]","Texas has many oil %wells% in the fields.","426323","condition_b","72282","",""
"main","[""party""]","They heard the noise from the %kitten% next door.","435349","condition_b","72282","",""
"main","[""spare""]","The mechanic found the %kale% in the trunk.","442069","condition_b","72282","",""
"main","[""visitors""]","The children saw the %mittens% on the sofa.","450211","condition_b","72282","",""
"main","[""mail""]","They received a letter in the %mail% today.","455224","condition_b","72282","",""
"main","[""festival""]","The children saw the %curtains% from outside.","468440","condition_b","72282","",""
"main","[""pie""]","The woman saw  a(n)  %snail% next to the milk.","483269","condition_b","72282","",""
